id,name,api_football_id,fd_name,rating_mu,rating_sigma
2790,Atletico Paranaense,134,,1516.4842021636741,2.498331041466221
3201,Cultural Leonesa,725,,1507.2196496584584,6.129131674397581
4323,Real Sociedad II,9585,,1524.0593292842525,4.767714623527999
4374,Jubilo Iwata,280,,1558.5957327235371,3.9594323769480413
4375,Vegalta Sendai,286,Vegalta Sendai,1567.304452748423,4.791038241132909
4379,Oita Trinita,298,Oita Trinita,1545.0169114663313,5.30912778277798
4380,Tokushima Vortis,299,,1566.6169861927701,6.336229290188394
4381,Montedio Yamagata,312,Montedio Yamagata,1558.9846053601218,7.531008781568057
4382,Matsumoto Yamaga,304,,1574.3223880381374,41.550492443047666
4409,Rotor Volgograd,2010,,1536.5979976838646,57.184605980816386
